alpha,cash,dix,gamma,i_value,index,p_value,simrun,time,
,,,,,,,,,
0.1,452586779,13776,0.1,1075660916,SP500_50,598182371,3,1472108400,
,,,,,,,,,
0.1,452586779,13777,0.1,1064117843,SP500_50,595589948,3,1472194800,
,,,,,,,,,
0.1,8855946,13778,0.1,1072360686,SP500_50,1045544415,3,1472454000,
,,,,,,,,,
0.1,70155,13779,0.1,1068953722,SP500_50,1056582034,3,1472540400,
,,,,,,,,,
0.1,286,13780,0.1,1068671176,SP500_50,1052739811,3,1472626800,
,,,,,,,,,
0.1,250507140,13781,0.1,1071522313,SP500_50,804637979,3,1472713200,
,,,,,,,,,
0.1,522447807,13782,0.1,1074772644,SP500_50,540896233,3,1472799600,
,,,,,,,,,
0.1,251526635,13783,0.1,1084481291,SP500_50,812141101,3,1473145200,
,,,,,,,,,
0.1,523840401,13784,0.1,1087112179,SP500_50,540788334,3,1473231600,
,,,,,,,,,
0.1,28,13785,0.1,1085104258,SP500_50,1066449912,3,1473318000,
,,,,,,,,,
0.1,3265826,13786,0.1,1048010115,SP500_50,1039252297,3,1473404400,
,,,,,,,,,
0.1,2,13787,0.1,1068977730,SP500_50,1063450650,3,1473663600,
,,,,,,,,,
0.1,40113823,13788,0.1,1047889011,SP500_50,999346543,3,1473750000,
,,,,,,,,,
0.1,6069364,13789,0.1,1046697964,SP500_50,1030949825,3,1473836400,
,,,,,,,,,
0.1,39952645,13790,0.1,1058044462,SP500_50,1007923336,3,1473922800,
,,,,,,,,,
0.1,250108547,13791,0.1,1053508809,SP500_50,793084592,3,1474009200,
,,,,,,,,,
0.1,1938871,13792,0.1,1046463888,SP500_50,1047928662,3,1474268400,
,,,,,,,,,
0.1,253104663,13793,0.1,1044367698,SP500_50,785646692,3,1474354800,
,,,,,,,,,
0.1,6474048,13794,0.1,1057696339,SP500_50,1041119298,3,1474441200,
,,,,,,,,,
0.1,6474048,13795,0.1,1069547783,SP500_50,1035022284,3,1474527600,
,,,,,,,,,
0.1,256042889,13796,0.1,1073442172,SP500_50,787325435,3,1474614000,
,,,,,,,,,
0.1,34,13797,0.1,1067623935,SP500_50,1035874133,3,1474873200,
,,,,,,,,,
0.1,8145215,13798,0.1,1074718901,SP500_50,1033779340,3,1474959600,
,,,,,,,,,
0.1,526081023,13799,0.1,1057478518,SP500_50,514245251,3,1475046000,
,,,,,,,,,
0.1,256308560,13800,0.1,1055197395,SP500_50,771360930,3,1475132400,
,,,,,,,,,
0.1,256308560,13801,0.1,1052040688,SP500_50,769937176,3,1475218800,
,,,,,,,,,
0.1,256308560,13802,0.1,1053010864,SP500_50,766829184,3,1475478000,
,,,,,,,,,
0.1,256308560,13803,0.1,1035567612,SP500_50,758298083,3,1475564400,
,,,,,,,,,
0.1,254696,13804,0.1,1023540283,SP500_50,1013860691,3,1475650800,
,,,,,,,,,
0.1,1998350,13805,0.1,1022681445,SP500_50,1013974262,3,1475737200,
,,,,,,,,,
0.1,11203152,13806,0.1,1018626804,SP500_50,1012134373,3,1475823600,
,,,,,,,,,
0.1,8149463,13807,0.1,1022805766,SP500_50,1020329875,3,1476082800,
,,,,,,,,,
0.1,10,13808,0.1,1020635393,SP500_50,1017429039,3,1476169200,
,,,,,,,,,
0.1,936019222,13809,0.1,1026413104,SP500_50,84481091,3,1476255600,
,,,,,,,,,
0.1,36554291,13810,0.1,1026411020,SP500_50,983079033,3,1476342000,
,,,,,,,,,
0.1,931223937,13811,0.1,1025072561,SP500_50,86199477,3,1476428400,
,,,,,,,,,
0.1,938304836,13812,0.1,1026864794,SP500_50,79461318,3,1476687600,
,,,,,,,,,
0.1,435721504,13813,0.1,1028790116,SP500_50,583583359,3,1476774000,
,,,,,,,,,
0.1,3334600,13814,0.1,1030871365,SP500_50,1033230495,3,1476860400,
,,,,,,,,,
0.1,3334552,13815,0.1,1010406086,SP500_50,1020546395,3,1476946800,
,,,,,,,,,
0.1,16309,13816,0.1,987308975,SP500_50,1012241140,3,1477033200,
,,,,,,,,,
0.1,3349080,13817,0.1,979680086,SP500_50,1011785851,3,1477292400,
,,,,,,,,,
0.1,421738627,13818,0.1,974234625,SP500_50,583364982,3,1477378800,
,,,,,,,,,
0.1,349974403,13819,0.1,968623025,SP500_50,654762108,3,1477465200,
,,,,,,,,,
0.1,510888666,13820,0.1,985175459,SP500_50,553834715,3,1477551600,
,,,,,,,,,
0.1,471782054,13821,0.1,982684288,SP500_50,621778875,3,1477638000,
,,,,,,,,,
0.1,510615165,13822,0.1,982399595,SP500_50,599533820,3,1477897200,
,,,,,,,,,
0.1,251765861,13823,0.1,971931964,SP500_50,846392900,3,1477983600,
,,,,,,,,,
0.1,506595352,13824,0.1,959625241,SP500_50,566434001,3,1478070000,
,,,,,,,,,
0.1,437588743,13712,0.1,1016650921,SP500_50,564901324,4,1464159600,
,,,,,,,,,
0.1,38357038,13713,0.1,1022412382,SP500_50,965156629,4,1464246000,
,,,,,,,,,
0.1,1572812,13714,0.1,1028741515,SP500_50,1008763831,4,1464332400,
,,,,,,,,,
0.1,3541079,13715,0.1,1033847753,SP500_50,1017431616,4,1464678000,
,,,,,,,,,
0.1,26,13716,0.1,1023351944,SP500_50,1009976794,4,1464764400,
,,,,,,,,,
0.1,26,13717,0.1,1028487299,SP500_50,1013231065,4,1464850800,
,,,,,,,,,
0.1,26,13718,0.1,1034488961,SP500_50,1021157380,4,1464937200,
,,,,,,,,,
0.1,3595547,13719,0.1,1034088664,SP500_50,1020745583,4,1465196400,
,,,,,,,,,
0.1,3595547,13720,0.1,1049528219,SP500_50,1032218947,4,1465282800,
,,,,,,,,,
0.1,1737,13721,0.1,1048151771,SP500_50,1037515155,4,1465369200,
,,,,,,,,,
0.1,982415023,13722,0.1,1054506577,SP500_50,65203047,4,1465455600,
,,,,,,,,,
0.1,511609301,13723,0.1,1063261924,SP500_50,539954761,4,1465542000,
,,,,,,,,,
0.1,1047712872,13724,0.1,1059499947,SP500_50,0,4,1465801200,
,,,,,,,,,
0.1,2829844,13725,0.1,1065159644,SP500_50,1045924468,4,1465887600,
,,,,,,,,,
0.1,931182316,13726,0.1,1063327698,SP500_50,120152602,4,1465974000,
,,,,,,,,,
0.1,46456702,13727,0.1,1071862988,SP500_50,1004058198,4,1466060400,
,,,,,,,,,
0.1,34325777,13728,0.1,1078170214,SP500_50,1021738408,4,1466146800,
,,,,,,,,,
0.1,46443748,13729,0.1,1079164436,SP500_50,1011456668,4,1466406000,
,,,,,,,,,
0.1,90648744,13730,0.1,1086735409,SP500_50,974589025,4,1466492400,
,,,,,,,,,
0.1,68400711,13731,0.1,1088636878,SP500_50,1001159908,4,1466578800,
,,,,,,,,,
0.1,89882057,13732,0.1,1103053581,SP500_50,993755271,4,1466665200,
,,,,,,,,,
0.1,44,13733,0.1,1092604637,SP500_50,1071086731,4,1466751600,
,,,,,,,,,
0.1,1,13734,0.1,1098725339,SP500_50,1069062239,4,1467010800,
,,,,,,,,,
0.1,1,13735,0.1,1102219248,SP500_50,1106703689,4,1467097200,
,,,,,,,,,
0.1,1,13736,0.1,1113163467,SP500_50,1138484792,4,1467183600,
,,,,,,,,,
0.1,1,13737,0.1,1130248153,SP500_50,1160573787,4,1467270000,
,,,,,,,,,
0.1,1,13738,0.1,1137811755,SP500_50,1170716692,4,1467356400,
,,,,,,,,,
0.1,1,13739,0.1,1137357848,SP500_50,1140062578,4,1467702000,
,,,,,,,,,
0.1,1,13740,0.1,1138903049,SP500_50,1152008666,4,1467788400,
,,,,,,,,,
0.1,1,13741,0.1,1120773784,SP500_50,1154262645,4,1467874800,
,,,,,,,,,
0.1,1,13742,0.1,1131602757,SP500_50,1188523126,4,1467961200,
,,,,,,,,,
0.1,1,13743,0.1,1130688820,SP500_50,1193256482,4,1468220400,
,,,,,,,,,
0.1,1,13744,0.1,1127200047,SP500_50,1225713780,4,1468306800,
,,,,,,,,,
0.1,1,13745,0.1,1135700411,SP500_50,1268990177,4,1468393200,
,,,,,,,,,
0.1,1,13746,0.1,1137486394,SP500_50,1274625124,4,1468479600,
,,,,,,,,,
0.1,1,13747,0.1,1139321407,SP500_50,1277104501,4,1468566000,
,,,,,,,,,
0.1,1,13748,0.1,1139238253,SP500_50,1278682286,4,1468825200,
,,,,,,,,,
0.1,1,13749,0.1,1135113606,SP500_50,1273723532,4,1468911600,
,,,,,,,,,
0.1,1,13750,0.1,1134190048,SP500_50,1288825192,4,1468998000,
,,,,,,,,,
0.1,1,13751,0.1,1129219601,SP500_50,1270567962,4,1469084400,
,,,,,,,,,
0.1,1,13752,0.1,1144197219,SP500_50,1282514051,4,1469170800,
,,,,,,,,,
0.1,1,13753,0.1,1139315095,SP500_50,1265158412,4,1469430000,
,,,,,,,,,
0.1,1,13754,0.1,1122365584,SP500_50,1262002842,4,1469516400,
,,,,,,,,,
0.1,1,13755,0.1,1129561800,SP500_50,1186719943,4,1469602800,
,,,,,,,,,
0.1,1,13756,0.1,1122075603,SP500_50,1147049913,4,1469689200,
,,,,,,,,,
0.1,689820,13757,0.1,1136947129,SP500_50,1137671149,4,1469775600,
,,,,,,,,,
0.1,14597291,13758,0.1,1126033096,SP500_50,1133691385,4,1470034800,
,,,,,,,,,
0.1,1474571,13759,0.1,1119880541,SP500_50,1131148551,4,1470121200,
,,,,,,,,,
0.1,27482,13760,0.1,1118944801,SP500_50,1129862192,4,1470207600,
,,,,,,,,,
0.1,276157638,13761,0.1,1118145723,SP500_50,835591114,4,1470294000,
,,,,,,,,,
0.1,24,13762,0.1,1116368846,SP500_50,1116536816,4,1470380400,
,,,,,,,,,
0.1,123627286,13763,0.1,1114280105,SP500_50,1006531361,4,1470639600,
,,,,,,,,,
0.1,276121534,13764,0.1,1116791077,SP500_50,855551126,4,1470726000,
,,,,,,,,,
0.1,1,13765,0.1,1119786888,SP500_50,1132661753,4,1470812400,
,,,,,,,,,
0.1,74224,13766,0.1,1122611053,SP500_50,1131752959,4,1470898800,
,,,,,,,,,
0.1,20,13767,0.1,1118463608,SP500_50,1124131810,4,1470985200,
,,,,,,,,,
0.1,4,13768,0.1,1114853237,SP500_50,1119529249,4,1471244400,
,,,,,,,,,
0.1,28,13769,0.1,1092138399,SP500_50,1100006347,4,1471330800,
,,,,,,,,,
0.1,6003955,13770,0.1,1093747861,SP500_50,1091659211,4,1471417200,
,,,,,,,,,
0.1,6003902,13771,0.1,1085104297,SP500_50,1087180662,4,1471503600,
,,,,,,,,,
0.1,47,13772,0.1,1075859611,SP500_50,1082393562,4,1471590000,
,,,,,,,,,
0.1,47,13773,0.1,1075576726,SP500_50,1085781115,4,1471849200,
,,,,,,,,,
0.1,47,13774,0.1,1076096888,SP500_50,1092186736,4,1471935600,
,,,,,,,,,
0.1,47,13775,0.1,1075775854,SP500_50,1090371637,4,1472022000,
,,,,,,,,,
0.1,47,13776,0.1,1080141427,SP500_50,1094075204,4,1472108400,
,,,,,,,,,
0.1,47,13777,0.1,1068550274,SP500_50,1079499851,4,1472194800,
,,,,,,,,,
0.1,6543747,13778,0.1,1076827450,SP500_50,1076235927,4,1472454000,
,,,,,,,,,
0.1,419949889,13779,0.1,1073406295,SP500_50,659882261,4,1472540400,
,,,,,,,,,
0.1,16084241,13780,0.1,1073122573,SP500_50,1060879161,4,1472626800,
,,,,,,,,,
0.1,575335649,13781,0.1,1075985586,SP500_50,504193193,4,1472713200,
,,,,,,,,,
0.1,30406950,13782,0.1,1079249456,SP500_50,1054232552,4,1472799600,
,,,,,,,,,
0.1,500405121,13783,0.1,1088998542,SP500_50,588698861,4,1473145200,
,,,,,,,,,
0.1,1008177828,13784,0.1,1091640389,SP500_50,83456265,4,1473231600,
,,,,,,,,,
0.1,30588740,13785,0.1,1089624104,SP500_50,1065921750,4,1473318000,
,,,,,,,,,
0.1,36394141,13786,0.1,1052375451,SP500_50,1046671218,4,1473404400,
,,,,,,,,,
0.1,30455020,13787,0.1,1073430403,SP500_50,1061927382,4,1473663600,
,,,,,,,,,
0.1,988560794,13788,0.1,1052253843,SP500_50,80692151,4,1473750000,
,,,,,,,,,
0.1,988560794,13789,0.1,1051057834,SP500_50,80175961,4,1473836400,
,,,,,,,,,
0.1,1364702,13790,0.1,1062451595,SP500_50,1071922539,4,1473922800,
,,,,,,,,,
0.1,464191999,13791,0.1,1057897048,SP500_50,602845930,4,1474009200,
,,,,,,,,,
0.1,913896562,13792,0.1,1050822783,SP500_50,150520938,4,1474268400,
,,,,,,,,,
0.1,64547910,13793,0.1,1048717861,SP500_50,995747701,4,1474354800,
,,,,,,,,,
0.1,35,13794,0.1,1062102021,SP500_50,1072318023,4,1474441200,
,,,,,,,,,
0.1,135602547,13795,0.1,1074002830,SP500_50,944479030,4,1474527600,
,,,,,,,,,
0.1,498763185,13796,0.1,1077913441,SP500_50,582136706,4,1474614000,
,,,,,,,,,
0.1,6021817,13797,0.1,1072070969,SP500_50,1070487356,4,1474873200,
,,,,,,,,,
0.1,510860861,13798,0.1,1079195488,SP500_50,572797874,4,1474959600,
,,,,,,,,,
0.1,510860861,13799,0.1,1061883293,SP500_50,569746506,4,1475046000,
,,,,,,,,,
0.1,443987576,13800,0.1,1059592669,SP500_50,635289251,4,1475132400,
,,,,,,,,,
0.1,39,13801,0.1,1056422812,SP500_50,1077546282,4,1475218800,
,,,,,,,,,
0.1,54955117,13802,0.1,1057397030,SP500_50,1022669077,4,1475478000,
,,,,,,,,,
0.1,400849,13803,0.1,1039881120,SP500_50,1057763281,4,1475564400,
,,,,,,,,,
0.1,851851207,13804,0.1,1027803693,SP500_50,196295271,4,1475650800,
,,,,,,,,,
0.1,906392895,13805,0.1,1026941278,SP500_50,141799182,4,1475737200,
,,,,,,,,,
0.1,49790404,13806,0.1,1022869748,SP500_50,1000597458,4,1475823600,
,,,,,,,,,
0.1,1003456,13807,0.1,1027066117,SP500_50,1054932543,4,1476082800,
,,,,,,,,,
0.1,22,13808,0.1,1024886703,SP500_50,1046496748,4,1476169200,
,,,,,,,,,
0.1,22,13809,0.1,1030688481,SP500_50,1051953161,4,1476255600,
,,,,,,,,,
0.1,22,13810,0.1,1030686388,SP500_50,1052711004,4,1476342000,
,,,,,,,,,
0.1,973612823,13811,0.1,1029342354,SP500_50,77420086,4,1476428400,
,,,,,,,,,
0.1,482899884,13812,0.1,1031142052,SP500_50,565890299,4,1476687600,
,,,,,,,,,
0.1,497101,13813,0.1,1033075393,SP500_50,1058671247,4,1476774000,
,,,,,,,,,
0.1,3537,13814,0.1,1035165312,SP500_50,1065359124,4,1476860400,
,,,,,,,,,
0.1,49,13815,0.1,1014614787,SP500_50,1052483543,4,1476946800,
,,,,,,,,,
0.1,954421939,13816,0.1,991421469,SP500_50,79080889,4,1477033200,
,,,,,,,,,
0.1,27907009,13817,0.1,983760803,SP500_50,1002438658,4,1477292400,
,,,,,,,,,
0.1,879856932,13818,0.1,978292659,SP500_50,142296621,4,1477378800,
,,,,,,,,,
0.1,954609429,13819,0.1,972657685,SP500_50,78711819,4,1477465200,
,,,,,,,,,
0.1,954609429,13820,0.1,989279066,SP500_50,87015815,4,1477551600,
,,,,,,,,,
0.1,954609381,13821,0.1,986777518,SP500_50,90672976,4,1477638000,
,,,,,,,,,
0.1,954609392,13822,0.1,986491639,SP500_50,94195873,4,1477897200,
,,,,,,,,,
0.1,488516820,13823,0.1,975980407,SP500_50,571864993,4,1477983600,
,,,,,,,,,
0.1,947371174,13824,0.1,963622422,SP500_50,88995400,4,1478070000,
,,,,,,,,,
0.1,32,13712,0.1,1020885635,SP500_50,1001538229,5,1464159600,
,,,,,,,,,
0.1,32,13713,0.1,1026671094,SP500_50,1014838870,5,1464246000,
,,,,,,,,,
0.1,118866,13714,0.1,1033026590,SP500_50,1017070010,5,1464332400,
,,,,,,,,,
0.1,38783510,13715,0.1,1038154098,SP500_50,982938351,5,1464678000,
,,,,,,,,,
0.1,6996,13716,0.1,1027614570,SP500_50,1011175358,5,1464764400,
,,,,,,,,,
0.1,6945,13717,0.1,1032771316,SP500_50,1014453605,5,1464850800,
,,,,,,,,,
0.1,8853990,13718,0.1,1038797977,SP500_50,1014185200,5,1464937200,
,,,,,,,,,
0.1,39327695,13719,0.1,1038396012,SP500_50,986772164,5,1465196400,
,,,,,,,,,
0.1,16,13720,0.1,1053899879,SP500_50,1037453612,5,1465282800,
,,,,,,,,,
0.1,8328706,13721,0.1,1052517697,SP500_50,1030942156,5,1465369200,
,,,,,,,,,
0.1,1011587673,13722,0.1,1058898973,SP500_50,37607180,5,1465455600,
,,,,,,,,,
0.1,527265665,13723,0.1,1067690789,SP500_50,526438142,5,1465542000,
,,,,,,,,,
0.1,1050360461,13724,0.1,1063913142,SP500_50,0,5,1465801200,
,,,,,,,,,
0.1,930792254,13725,0.1,1069596414,SP500_50,119468507,5,1465887600,
,,,,,,,,,
0.1,930792294,13726,0.1,1067756837,SP500_50,120456247,5,1465974000,
,,,,,,,,,
0.1,930792254,13727,0.1,1076327679,SP500_50,120728130,5,1466060400,
,,,,,,,,,
0.1,911889810,13728,0.1,1082661178,SP500_50,139877682,5,1466146800,
,,,,,,,,,
0.1,51854619,13729,0.1,1083659541,SP500_50,1005134602,5,1466406000,
,,,,,,,,,
0.1,109618360,13730,0.1,1091262050,SP500_50,954611804,5,1466492400,
,,,,,,,,,
0.1,73776332,13731,0.1,1093171439,SP500_50,994879093,5,1466578800,
,,,,,,,,,
0.1,109118980,13732,0.1,1107648192,SP500_50,973023631,5,1466665200,
,,,,,,,,,
0.1,37,13733,0.1,1097155725,SP500_50,1070326435,5,1466751600,
,,,,,,,,,
0.1,10,13734,0.1,1103301922,SP500_50,1070810151,5,1467010800,
,,,,,,,,,
0.1,1,13735,0.1,1106810384,SP500_50,1102710574,5,1467097200,
,,,,,,,,,
0.1,124880827,13736,0.1,1117800190,SP500_50,1007579872,5,1467183600,
,,,,,,,,,
0.1,1149951741,13737,0.1,1134956039,SP500_50,0,5,1467270000,
,,,,,,,,,
0.1,7602677,13738,0.1,1142551147,SP500_50,1152550208,5,1467356400,
,,,,,,,,,
0.1,7602634,13739,0.1,1142095349,SP500_50,1128608771,5,1467702000,
,,,,,,,,,
0.1,90073,13740,0.1,1143646987,SP500_50,1153117681,5,1467788400,
,,,,,,,,,
0.1,579930914,13741,0.1,1125442206,SP500_50,587442968,5,1467874800,
,,,,,,,,,
0.1,9,13742,0.1,1136316286,SP500_50,1186370532,5,1467961200,
,,,,,,,,,
0.1,9,13743,0.1,1135398543,SP500_50,1189091566,5,1468220400,
,,,,,,,,,
0.1,9,13744,0.1,1131895237,SP500_50,1200825091,5,1468306800,
,,,,,,,,,
0.1,9,13745,0.1,1140431008,SP500_50,1228363144,5,1468393200,
,,,,,,,,,
0.1,9,13746,0.1,1142224431,SP500_50,1229566581,5,1468479600,
,,,,,,,,,
0.1,9,13747,0.1,1144067086,SP500_50,1230828419,5,1468566000,
,,,,,,,,,
0.1,9,13748,0.1,1143983586,SP500_50,1232567618,5,1468825200,
,,,,,,,,,
0.1,0,13749,0.1,1139841759,SP500_50,1227651412,5,1468911600,
,,,,,,,,,
0.1,9,13750,0.1,1138914354,SP500_50,1234504955,5,1468998000,
,,,,,,,,,
0.1,9,13751,0.1,1133923203,SP500_50,1222612652,5,1469084400,
,,,,,,,,,
0.1,438875,13752,0.1,1148963209,SP500_50,1236819710,5,1469170800,
,,,,,,,,,
0.1,4295111,13753,0.1,1144060748,SP500_50,1219610646,5,1469430000,
,,,,,,,,,
0.1,275275014,13754,0.1,1127040637,SP500_50,935058354,5,1469516400,
,,,,,,,,,
0.1,1421966,13755,0.1,1134266828,SP500_50,1173382488,5,1469602800,
,,,,,,,,,
0.1,274827044,13756,0.1,1126749448,SP500_50,878466698,5,1469689200,
,,,,,,,,,
0.1,714909,13757,0.1,1141682919,SP500_50,1153897114,5,1469775600,
,,,,,,,,,
0.1,1071833,13758,0.1,1130723426,SP500_50,1152130908,5,1470034800,
,,,,,,,,,
0.1,776774524,13759,0.1,1124545242,SP500_50,366492533,5,1470121200,
,,,,,,,,,
0.1,39664503,13760,0.1,1123605605,SP500_50,1107497132,5,1470207600,
,,,,,,,,,
0.1,1065789466,13761,0.1,1122803199,SP500_50,77829073,5,1470294000,
,,,,,,,,,
0.1,39001606,13762,0.1,1121018920,SP500_50,1104756115,5,1470380400,
,,,,,,,,,
0.1,987977324,13763,0.1,1118921479,SP500_50,154475400,5,1470639600,
,,,,,,,,,
0.1,1062965025,13764,0.1,1121442910,SP500_50,79688199,5,1470726000,
,,,,,,,,,
0.1,28289116,13765,0.1,1124451200,SP500_50,1111868305,5,1470812400,
,,,,,,,,,
0.1,92149122,13766,0.1,1127287129,SP500_50,1051983329,5,1470898800,
,,,,,,,,,
0.1,51407720,13767,0.1,1123122407,SP500_50,1089513323,5,1470985200,
,,,,,,,,,
0.1,44102301,13768,0.1,1119496998,SP500_50,1089448216,5,1471244400,
,,,,,,,,,
0.1,7102707,13769,0.1,1096687545,SP500_50,1109187106,5,1471330800,
,,,,,,,,,
0.1,1079150652,13770,0.1,1098303710,SP500_50,36962631,5,1471417200,
,,,,,,,,,
0.1,44338989,13771,0.1,1089624143,SP500_50,1071622652,5,1471503600,
,,,,,,,,,
0.1,499231946,13772,0.1,1080340950,SP500_50,610675537,5,1471590000,
,,,,,,,,,
0.1,3073610,13773,0.1,1080056887,SP500_50,1109654623,5,1471849200,
,,,,,,,,,
0.1,495716781,13774,0.1,1080579216,SP500_50,621552493,5,1471935600,
,,,,,,,,,
0.1,3019053,13775,0.1,1080256844,SP500_50,1119033871,5,1472022000,
,,,,,,,,,
0.1,495267323,13776,0.1,1084640601,SP500_50,623748576,5,1472108400,
,,,,,,,,,
0.1,495267323,13777,0.1,1073001166,SP500_50,621335716,5,1472194800,
,,,,,,,,,
0.1,8063374,13778,0.1,1081312820,SP500_50,1115258978,5,1472454000,
,,,,,,,,,
0.1,63875,13779,0.1,1077877415,SP500_50,1125851940,5,1472540400,
,,,,,,,,,
0.1,264,13780,0.1,1077592511,SP500_50,1121604025,5,1472626800,
,,,,,,,,,
0.1,258286025,13781,0.1,1080467449,SP500_50,865869593,5,1472713200,
,,,,,,,,,
0.1,2,13782,0.1,1083744914,SP500_50,1131986992,5,1472799600,
,,,,,,,,,
0.1,260096607,13783,0.1,1093534610,SP500_50,874696146,5,1473145200,
,,,,,,,,,
0.1,542842990,13784,0.1,1096187461,SP500_50,592922506,5,1473231600,
,,,,,,,,,
0.1,26,13785,0.1,1094162777,SP500_50,1137600837,5,1473318000,
,,,,,,,,,
0.1,2361972,13786,0.1,1056758970,SP500_50,1109344398,5,1473404400,
,,,,,,,,,
0.1,41267708,13787,0.1,1077901623,SP500_50,1092709465,5,1473663600,
,,,,,,,,,
0.1,41267708,13788,0.1,1056636855,SP500_50,1067981094,5,1473750000,
,,,,,,,,,
0.1,41267708,13789,0.1,1055435865,SP500_50,1064698379,5,1473836400,
,,,,,,,,,
0.1,94381,13790,0.1,1066877084,SP500_50,1118479541,5,1473922800,
,,,,,,,,,
0.1,258965221,13791,0.1,1062303567,SP500_50,854278671,5,1474009200,
,,,,,,,,,
0.1,2007525,13792,0.1,1055199835,SP500_50,1118469061,5,1474268400,
,,,,,,,,,
0.1,262067433,13793,0.1,1053086145,SP500_50,846203190,5,1474354800,
,,,,,,,,,
0.1,24,13794,0.1,1066526055,SP500_50,1117728778,5,1474441200,
,,,,,,,,,
0.1,75089482,13795,0.1,1078476435,SP500_50,1035883138,5,1474527600,
,,,,,,,,,
0.1,265316469,13796,0.1,1082403335,SP500_50,847770367,5,1474614000,
,,,,,,,,,
0.1,45,13797,0.1,1076536527,SP500_50,1104979308,5,1474873200,
,,,,,,,,,
0.1,7504031,13798,0.1,1083690722,SP500_50,1103786904,5,1474959600,
,,,,,,,,,
0.1,546173068,13799,0.1,1066306416,SP500_50,563820564,5,1475046000,
,,,,,,,,,
0.1,265606184,13800,0.1,1064006250,SP500_50,830475832,5,1475132400,
,,,,,,,,,
0.1,37,13801,0.1,1060823190,SP500_50,1094505446,5,1475218800,
,,,,,,,,,
0.1,37,13802,0.1,1061801465,SP500_50,1092094176,5,1475478000,
,,,,,,,,,
0.1,37,13803,0.1,1044212596,SP500_50,1077295665,5,1475564400,
,,,,,,,,,
0.1,256606,13804,0.1,1032084862,SP500_50,1073852527,5,1475650800,
,,,,,,,,,
0.1,258420773,13805,0.1,1031218854,SP500_50,816338153,5,1475737200,
,,,,,,,,,
0.1,10264392,13806,0.1,1027130365,SP500_50,1074239794,5,1475823600,
,,,,,,,,,
0.1,3831321,13807,0.1,1031344214,SP500_50,1084875798,5,1476082800,
,,,,,,,,,
0.1,32676681,13808,0.1,1029155722,SP500_50,1057676805,5,1476169200,
,,,,,,,,,
0.1,32676681,13809,0.1,1034981666,SP500_50,1063490267,5,1476255600,
,,,,,,,,,
0.1,145808,13810,0.1,1034979564,SP500_50,1096947596,5,1476342000,
,,,,,,,,,
0.1,32522985,13811,0.1,1033629932,SP500_50,1061540325,5,1476428400,
,,,,,,,,,
0.1,519554262,13812,0.1,1035437127,SP500_50,569361129,5,1476687600,
,,,,,,,,,
0.1,534856,13813,0.1,1037378521,SP500_50,1098709622,5,1476774000,
,,,,,,,,,
0.1,3811,13814,0.1,1039477144,SP500_50,1105428152,5,1476860400,
,,,,,,,,,
0.1,47,13815,0.1,1018841020,SP500_50,1091676981,5,1476946800,
,,,,,,,,,
0.1,763031155,13816,0.1,995551093,SP500_50,308526744,5,1477033200,
,,,,,,,,,
0.1,31414041,13817,0.1,987858517,SP500_50,1037704660,5,1477292400,
,,,,,,,,,
0.1,946463358,13818,0.1,982367597,SP500_50,114243232,5,1477378800,
,,,,,,,,,
0.1,946463358,13819,0.1,976709151,SP500_50,113782458,5,1477465200,
,,,,,,,,,
0.1,1019380037,13820,0.1,993399766,SP500_50,50778395,5,1477551600,
,,,,,,,,,
0.1,32424146,13821,0.1,990887799,SP500_50,1046757120,5,1477638000,
,,,,,,,,,
0.1,98094016,13822,0.1,990600729,SP500_50,980319232,5,1477897200,
,,,,,,,,,
0.1,57117501,13823,0.1,980045713,SP500_50,1014957004,5,1477983600,
,,,,,,,,,
0.1,97457670,13824,0.1,967636253,SP500_50,966720531,5,1478070000,"96,541,948"
,,,,,,,,,
0.2,175,13712,0.1,1003910333,SP500_50,1003910158,1,1464159600,
,,,,,,,,,
0.2,10974938,13713,0.1,1009741946,SP500_50,998733984,1,1464246000,
,,,,,,,,,
0.2,10974870,13714,0.1,1015992643,SP500_50,1005009203,1,1464332400,
,,,,,,,,,
0.2,10974751,13715,0.1,1021035602,SP500_50,1010010250,1,1464678000,
,,,,,,,,,
0.2,3943242,13716,0.1,1010669864,SP500_50,1006893261,1,1464764400,
,,,,,,,,,
0.2,3943317,13717,0.1,1015741578,SP500_50,1011799893,1,1464850800,
,,,,,,,,,
0.2,7530,13718,0.1,1021668863,SP500_50,1021559958,1,1464937200,
,,,,,,,,,
0.2,7509,13719,0.1,1021273527,SP500_50,1021226818,1,1465196400,
,,,,,,,,,
0.2,31,13720,0.1,1036521745,SP500_50,1036545492,1,1465282800,
,,,,,,,,,
0.2,3176600,13721,0.1,1035162355,SP500_50,1032019537,1,1465369200,
,,,,,,,,,
0.2,67916800,13722,0.1,1041438408,SP500_50,973176098,1,1465455600,
,,,,,,,,,
0.2,67916800,13723,0.1,1050085252,SP500_50,982520406,1,1465542000,
,,,,,,,,,
0.2,30592726,13724,0.1,1046369896,SP500_50,1017146386,1,1465801200,
,,,,,,,,,
0.2,30592700,13725,0.1,1051959455,SP500_50,1023144523,1,1465887600,
,,,,,,,,,
0.2,67720396,13726,0.1,1050150211,SP500_50,983457703,1,1465974000,
,,,,,,,,,
0.2,7127,13727,0.1,1058579726,SP500_50,1059292350,1,1466060400,
,,,,,,,,,
