alpha,cash,dix,gamma,i_value,index,p_value,simrun,time,
,,,,,,,,,
0.2,320,13714,0.3,1015992643,SP500_50,1015995442,1,1464332400,
,,,,,,,,,
0.2,4156469,13715,0.3,1021035602,SP500_50,1016917423,1,1464678000,
,,,,,,,,,
0.2,4156428,13716,0.3,1010669864,SP500_50,1006694867,1,1464764400,
,,,,,,,,,
0.2,38813180,13717,0.3,1015741578,SP500_50,976612140,1,1464850800,
,,,,,,,,,
0.2,38813214,13718,0.3,1021668863,SP500_50,983013842,1,1464937200,
,,,,,,,,,
0.2,69166981,13719,0.3,1021273527,SP500_50,952462311,1,1465196400,
,,,,,,,,,
0.2,30807996,13720,0.3,1036521745,SP500_50,1005718735,1,1465282800,
,,,,,,,,,
0.2,2528814,13721,0.3,1035162355,SP500_50,1032950081,1,1465369200,
,,,,,,,,,
0.2,33080539,13722,0.3,1041438408,SP500_50,1008684454,1,1465455600,
,,,,,,,,,
0.2,68248997,13723,0.3,1050085252,SP500_50,982314089,1,1465542000,
,,,,,,,,,
0.2,68248986,13724,0.3,1046369896,SP500_50,979616724,1,1465801200,
,,,,,,,,,
0.2,68248935,13725,0.3,1051959455,SP500_50,985723027,1,1465887600,
,,,,,,,,,
0.2,68249037,13726,0.3,1050150211,SP500_50,983251552,1,1465974000,
,,,,,,,,,
0.2,68249091,13727,0.3,1058579726,SP500_50,991209446,1,1466060400,
,,,,,,,,,
0.2,68249091,13728,0.3,1064808789,SP500_50,997111585,1,1466146800,
,,,,,,,,,
0.2,68249091,13729,0.3,1065790689,SP500_50,997595660,1,1466406000,
,,,,,,,,,
0.2,68249086,13730,0.3,1073267838,SP500_50,1004325973,1,1466492400,
,,,,,,,,,
0.2,36341005,13731,0.3,1075145742,SP500_50,1038255009,1,1466578800,
,,,,,,,,,
0.2,67804521,13732,0.3,1089383783,SP500_50,1019858487,1,1466665200,
,,,,,,,,,
0.2,67804562,13733,0.3,1079064330,SP500_50,1013069802,1,1466751600,
,,,,,,,,,
0.2,29069853,13734,0.3,1085109181,SP500_50,1060687770,1,1467010800,
,,,,,,,,,
0.2,69772395,13735,0.3,1088559790,SP500_50,1022985890,1,1467097200,
,,,,,,,,,
0.2,57640698,13736,0.3,1099368381,SP500_50,1044005822,1,1467183600,
,,,,,,,,,
0.2,70035202,13737,0.3,1116241341,SP500_50,1047375934,1,1467270000,
,,,,,,,,,
0.2,31606640,13738,0.3,1123711211,SP500_50,1092727249,1,1467356400,
,,,,,,,,,
0.2,31606640,13739,0.3,1123262929,SP500_50,1092722960,1,1467702000,
,,,,,,,,,
0.2,129117,13740,0.3,1124788981,SP500_50,1125386723,1,1467788400,
,,,,,,,,,
0.2,32441920,13741,0.3,1106884386,SP500_50,1075701558,1,1467874800,
,,,,,,,,,
0.2,32441972,13742,0.3,1117579158,SP500_50,1085417148,1,1467961200,
,,,,,,,,,
0.2,71829122,13743,0.3,1116676548,SP500_50,1045176983,1,1468220400,
,,,,,,,,,
0.2,33960196,13744,0.3,1113231010,SP500_50,1077761971,1,1468306800,
,,,,,,,,,
0.2,33960196,13745,0.3,1121626031,SP500_50,1086046603,1,1468393200,
,,,,,,,,,
0.2,33960196,13746,0.3,1123389882,SP500_50,1087232667,1,1468479600,
,,,,,,,,,
0.2,33960196,13747,0.3,1125202153,SP500_50,1088901498,1,1468566000,
,,,,,,,,,
0.2,33960166,13748,0.3,1125120030,SP500_50,1089193743,1,1468825200,
,,,,,,,,,
0.2,21604,13749,0.3,1121046499,SP500_50,1119838581,1,1468911600,
,,,,,,,,,
0.2,21695,13750,0.3,1120134386,SP500_50,1118887348,1,1468998000,
,,,,,,,,,
0.2,21918139,13751,0.3,1115225536,SP500_50,1092109361,1,1469084400,
,,,,,,,,,
0.2,3,13752,0.3,1130017542,SP500_50,1128709959,1,1469170800,
,,,,,,,,,
0.2,21845301,13753,0.3,1125195920,SP500_50,1101888930,1,1469430000,
,,,,,,,,,
0.2,21845301,13754,0.3,1108456459,SP500_50,1085291020,1,1469516400,
,,,,,,,,,
0.2,22,13755,0.3,1115563494,SP500_50,1114179920,1,1469602800,
,,,,,,,,,
0.2,22,13756,0.3,1108170071,SP500_50,1106694568,1,1469689200,
,,,,,,,,,
0.2,11,13757,0.3,1122857299,SP500_50,1121346876,1,1469775600,
,,,,,,,,,
0.2,20225510,13758,0.3,1112078521,SP500_50,1090634468,1,1470034800,
,,,,,,,,,
0.2,19736801,13759,0.3,1106002212,SP500_50,1085482662,1,1470121200,
,,,,,,,,,
0.2,431565034,13760,0.3,1105078069,SP500_50,672084184,1,1470207600,
,,,,,,,,,
0.2,454518983,13761,0.3,1104288894,SP500_50,647594062,1,1470294000,
,,,,,,,,,
0.2,430460603,13762,0.3,1102534037,SP500_50,672933916,1,1470380400,
,,,,,,,,,
0.2,430460651,13763,0.3,1100471181,SP500_50,671406939,1,1470639600,
,,,,,,,,,
0.2,1837017,13764,0.3,1102951035,SP500_50,1102160827,1,1470726000,
,,,,,,,,,
0.2,7,13765,0.3,1105909720,SP500_50,1107015450,1,1470812400,
,,,,,,,,,
0.2,3213,13766,0.3,1108698886,SP500_50,1109820692,1,1470898800,
,,,,,,,,,
0.2,3,13767,0.3,1104602838,SP500_50,1106002765,1,1470985200,
,,,,,,,,,
0.2,98324,13768,0.3,1101037210,SP500_50,1101911258,1,1471244400,
,,,,,,,,,
0.2,379907970,13769,0.3,1078603870,SP500_50,699599983,1,1471330800,
,,,,,,,,,
0.2,8,13770,0.3,1080193386,SP500_50,1078677805,1,1471417200,
,,,,,,,,,
0.2,545422482,13771,0.3,1071656940,SP500_50,520761542,1,1471503600,
,,,,,,,,,
0.2,473302442,13772,0.3,1062526820,SP500_50,588794277,1,1471590000,
,,,,,,,,,
0.2,74281621,13773,0.3,1062247441,SP500_50,988962121,1,1471849200,
,,,,,,,,,
0.2,74281621,13774,0.3,1062761157,SP500_50,991353270,1,1471935600,
,,,,,,,,,
0.2,94104930,13775,0.3,1062444101,SP500_50,970472308,1,1472022000,
,,,,,,,,,
0.2,607129,13776,0.3,1066755573,SP500_50,1067745233,1,1472108400,
,,,,,,,,,
0.2,845784137,13777,0.3,1055308065,SP500_50,212060377,1,1472194800,
,,,,,,,,,
0.2,7097164,13778,0.3,1063482665,SP500_50,1056316924,1,1472454000,
,,,,,,,,,
0.2,467986350,13779,0.3,1060103907,SP500_50,592308305,1,1472540400,
,,,,,,,,,
0.2,467986350,13780,0.3,1059823701,SP500_50,591660117,1,1472626800,
,,,,,,,,,
0.2,467986350,13781,0.3,1062651234,SP500_50,593638985,1,1472713200,
,,,,,,,,,
0.2,536743272,13782,0.3,1065874655,SP500_50,529210672,1,1472799600,
,,,,,,,,,
0.2,467802901,13783,0.3,1075502925,SP500_50,603608605,1,1473145200,
,,,,,,,,,
0.2,537097682,13784,0.3,1078112032,SP500_50,536326774,1,1473231600,
,,,,,,,,,
0.2,537097641,13785,0.3,1076120734,SP500_50,535262229,1,1473318000,
,,,,,,,,,
0.2,468666050,13786,0.3,1039333692,SP500_50,586445805,1,1473404400,
,,,,,,,,,
0.2,3747611,13787,0.3,1060127716,SP500_50,1062809402,1,1473663600,
,,,,,,,,,
0.2,529135848,13788,0.3,1039213590,SP500_50,514429982,1,1473750000,
,,,,,,,,,
0.2,529135821,13789,0.3,1038032404,SP500_50,514310602,1,1473836400,
,,,,,,,,,
0.2,1661566,13790,0.3,1049284965,SP500_50,1049616357,1,1473922800,
,,,,,,,,,
0.2,526929557,13791,0.3,1044786862,SP500_50,518423103,1,1474009200,
,,,,,,,,,
0.2,526929557,13792,0.3,1037800266,SP500_50,513297789,1,1474268400,
,,,,,,,,,
0.2,459635021,13793,0.3,1035721429,SP500_50,579414552,1,1474354800,
,,,,,,,,,
0.2,29869816,13794,0.3,1048939724,SP500_50,1014231602,1,1474441200,
,,,,,,,,,
0.2,41244788,13795,0.3,1060693050,SP500_50,1012847423,1,1474527600,
,,,,,,,,,
0.2,6045733,13796,0.3,1064555197,SP500_50,1052155981,1,1474614000,
,,,,,,,,,
0.2,6045733,13797,0.3,1058785130,SP500_50,1043859599,1,1474873200,
,,,,,,,,,
0.2,41483171,13798,0.3,1065821356,SP500_50,1014858845,1,1474959600,
,,,,,,,,,
0.2,41483171,13799,0.3,1048723706,SP500_50,1008017237,1,1475046000,
,,,,,,,,,
0.2,6781455,13800,0.3,1046461469,SP500_50,1042040378,1,1475132400,
,,,,,,,,,
0.2,1,13801,0.3,1043330895,SP500_50,1046112418,1,1475218800,
,,,,,,,,,
0.2,1,13802,0.3,1044293040,SP500_50,1043900667,1,1475478000,
,,,,,,,,,
0.2,1,13803,0.3,1026994199,SP500_50,1031459813,1,1475564400,
,,,,,,,,,
0.2,4288688,13804,0.3,1015066444,SP500_50,1009227319,1,1475650800,
,,,,,,,,,
0.2,324928,13805,0.3,1014214716,SP500_50,1014300962,1,1475737200,
,,,,,,,,,
0.2,28188157,13806,0.3,1010193644,SP500_50,980168132,1,1475823600,
,,,,,,,,,
0.2,73435105,13807,0.3,1014338009,SP500_50,939546113,1,1476082800,
,,,,,,,,,
0.2,23,13808,0.3,1012185603,SP500_50,1007266225,1,1476169200,
,,,,,,,,,
0.2,23,13809,0.3,1017915481,SP500_50,1015107266,1,1476255600,
,,,,,,,,,
0.2,23,13810,0.3,1017913414,SP500_50,1015039144,1,1476342000,
,,,,,,,,,
0.2,23,13811,0.3,1016586037,SP500_50,1014439837,1,1476428400,
,,,,,,,,,
0.2,64489050,13812,0.3,1018363432,SP500_50,951801019,1,1476687600,
,,,,,,,,,
0.2,66391,13813,0.3,1020272813,SP500_50,1014189567,1,1476774000,
,,,,,,,,,
0.2,6,13814,0.3,1022336832,SP500_50,1016807024,1,1476860400,
,,,,,,,,,
0.2,6,13815,0.3,1002040984,SP500_50,993193113,1,1476946800,
,,,,,,,,,
0.2,18,13816,0.3,979135093,SP500_50,974014668,1,1477033200,
,,,,,,,,,
0.2,18,13817,0.3,971569363,SP500_50,973385060,1,1477292400,
,,,,,,,,,
0.2,59762864,13818,0.3,966168985,SP500_50,905972448,1,1477378800,
,,,,,,,,,
0.2,46409136,13819,0.3,960603843,SP500_50,915566438,1,1477465200,
,,,,,,,,,
0.2,59950665,13820,0.3,977019241,SP500_50,923347011,1,1477551600,
,,,,,,,,,
0.2,32,13821,0.3,974548694,SP500_50,979291304,1,1477638000,
,,,,,,,,,
0.2,0,13822,0.3,974266357,SP500_50,979789271,1,1477897200,
,,,,,,,,,
0.2,31,13823,0.3,963885387,SP500_50,969677781,1,1477983600,
,,,,,,,,,
0.2,31,13824,0.3,951680551,SP500_50,955246938,1,1478070000,
,,,,,,,,,
0.2,499293908,13712,0.3,1008234119,SP500_50,503882375,2,1464159600,
,,,,,,,,,
0.2,499293908,13713,0.3,1013947881,SP500_50,507545850,2,1464246000,
,,,,,,,,,
0.2,33052289,13714,0.3,1020224615,SP500_50,977457230,2,1464332400,
,,,,,,,,,
0.2,33052235,13715,0.3,1025288579,SP500_50,982090128,2,1464678000,
,,,,,,,,,
0.2,12,13716,0.3,1014879664,SP500_50,1005279374,2,1464764400,
,,,,,,,,,
0.2,33033551,13717,0.3,1019972504,SP500_50,976662411,2,1464850800,
,,,,,,,,,
0.2,15,13718,0.3,1025924479,SP500_50,1016129726,2,1464937200,
,,,,,,,,,
0.2,15,13719,0.3,1025527495,SP500_50,1016149129,2,1465196400,
,,,,,,,,,
0.2,15,13720,0.3,1040839227,SP500_50,1031626065,2,1465282800,
,,,,,,,,,
0.2,15,13721,0.3,1039474175,SP500_50,1030620604,2,1465369200,
,,,,,,,,,
0.2,15,13722,0.3,1045776370,SP500_50,1037360651,2,1465455600,
,,,,,,,,,
0.2,512194706,13723,0.3,1054459232,SP500_50,530791561,2,1465542000,
,,,,,,,,,
0.2,33058231,13724,0.3,1050728400,SP500_50,1010048369,2,1465801200,
,,,,,,,,,
0.2,31135057,13725,0.3,1056341241,SP500_50,1017640431,2,1465887600,
,,,,,,,,,
0.2,33,13726,0.3,1054524461,SP500_50,1046293771,2,1465974000,
,,,,,,,,,
0.2,6,13727,0.3,1062989088,SP500_50,1054485358,2,1466060400,
,,,,,,,,,
0.2,1,13728,0.3,1069244097,SP500_50,1060281316,2,1466146800,
,,,,,,,,,
0.2,17298128,13729,0.3,1070230088,SP500_50,1044015187,2,1466406000,
,,,,,,,,,
0.2,1718443,13730,0.3,1077738381,SP500_50,1066901373,2,1466492400,
,,,,,,,,,
0.2,12739230,13731,0.3,1079624108,SP500_50,1058181507,2,1466578800,
,,,,,,,,,
0.2,12739225,13732,0.3,1093921455,SP500_50,1072059839,2,1466665200,
,,,,,,,,,
0.2,47768131,13733,0.3,1083559018,SP500_50,1027130008,2,1466751600,
,,,,,,,,,
0.2,532739803,13734,0.3,1089629047,SP500_50,550479179,2,1467010800,
,,,,,,,,,
0.2,37,13735,0.3,1093094030,SP500_50,1083983293,2,1467097200,
,,,,,,,,,
0.2,544915427,13736,0.3,1103947642,SP500_50,558400087,2,1467183600,
,,,,,,,,,
0.2,544915427,13737,0.3,1120890885,SP500_50,566754337,2,1467270000,
,,,,,,,,,
0.2,478706345,13738,0.3,1128391869,SP500_50,638013258,2,1467356400,
,,,,,,,,,
0.2,478706302,13739,0.3,1127941720,SP500_50,637305990,2,1467702000,
,,,,,,,,,
0.2,4232406,13740,0.3,1129474128,SP500_50,1120140310,2,1467788400,
,,,,,,,,,
0.2,72162,13741,0.3,1111494954,SP500_50,1109878544,2,1467874800,
,,,,,,,,,
0.2,130,13742,0.3,1122234274,SP500_50,1120987467,2,1467961200,
,,,,,,,,,
0.2,10,13743,0.3,1121327904,SP500_50,1120303414,2,1468220400,
,,,,,,,,,
0.2,10,13744,0.3,1117868014,SP500_50,1117467994,2,1468306800,
,,,,,,,,,
0.2,485109150,13745,0.3,1126298004,SP500_50,643895977,2,1468393200,
,,,,,,,,,
0.2,485065955,13746,0.3,1128069201,SP500_50,643902956,2,1468479600,
,,,,,,,,,
0.2,15,13747,0.3,1129889021,SP500_50,1129536720,2,1468566000,
,,,,,,,,,
0.2,550062224,13748,0.3,1129806556,SP500_50,576461730,2,1468825200,
,,,,,,,,,
0.2,525482823,13749,0.3,1125716057,SP500_50,598692858,2,1468911600,
,,,,,,,,,
0.2,482417882,13750,0.3,1124800145,SP500_50,642377371,2,1468998000,
,,,,,,,,,
0.2,23953,13751,0.3,1119870848,SP500_50,1121841725,2,1469084400,
,,,,,,,,,
0.2,41,13752,0.3,1134724468,SP500_50,1136676886,2,1469170800,
,,,,,,,,,
0.2,528054975,13753,0.3,1129882762,SP500_50,600716194,2,1469430000,
,,,,,,,,,
0.2,50423863,13754,0.3,1113073576,SP500_50,1069069162,2,1469516400,
,,,,,,,,,
0.2,14536809,13755,0.3,1120210214,SP500_50,1108044401,2,1469602800,
,,,,,,,,,
0.2,14536809,13756,0.3,1112785995,SP500_50,1097257006,2,1469689200,
,,,,,,,,,
0.2,84302,13757,0.3,1127534400,SP500_50,1121804833,2,1469775600,
,,,,,,,,,
0.2,93867603,13758,0.3,1116710724,SP500_50,1011802868,2,1470034800,
,,,,,,,,,
0.2,93867608,13759,0.3,1110609105,SP500_50,1001435263,2,1470121200,
,,,,,,,,,
0.2,74942945,13760,0.3,1109681113,SP500_50,1018855546,2,1470207600,
,,,,,,,,,
0.2,116162585,13761,0.3,1108888651,SP500_50,977425292,2,1470294000,
,,,,,,,,,
0.2,74922787,13762,0.3,1107126484,SP500_50,1013710099,2,1470380400,
,,,,,,,,,
0.2,74922787,13763,0.3,1105055036,SP500_50,1014086280,2,1470639600,
,,,,,,,,,
0.2,116574379,13764,0.3,1107545219,SP500_50,973758360,2,1470726000,
,,,,,,,,,
0.2,29,13765,0.3,1110516228,SP500_50,1092708789,2,1470812400,
,,,,,,,,,
0.2,71565,13766,0.3,1113317012,SP500_50,1093756872,2,1470898800,
,,,,,,,,,
0.2,3,13767,0.3,1109203903,SP500_50,1089536750,2,1470985200,
,,,,,,,,,
0.2,100184928,13768,0.3,1105623423,SP500_50,987429758,2,1471244400,
,,,,,,,,,
0.2,721488,13769,0.3,1083096640,SP500_50,1071754237,2,1471330800,
,,,,,,,,,
0.2,112412750,13770,0.3,1084692777,SP500_50,966041542,2,1471417200,
,,,,,,,,,
0.2,112412750,13771,0.3,1076120773,SP500_50,960658985,2,1471503600,
,,,,,,,,,
0.2,69644346,13772,0.3,1066952623,SP500_50,995937598,2,1471590000,
,,,,,,,,,
0.2,69644346,13773,0.3,1066672080,SP500_50,998011154,2,1471849200,
,,,,,,,,,
0.2,69644346,13774,0.3,1067187936,SP500_50,1000089297,2,1471935600,
,,,,,,,,,
0.2,56040582,13775,0.3,1066869560,SP500_50,1012246945,2,1472022000,
,,,,,,,,,
0.2,69574430,13776,0.3,1071198990,SP500_50,1002404796,2,1472108400,
,,,,,,,,,
0.2,56042534,13777,0.3,1059703799,SP500_50,1003354772,2,1472194800,
,,,,,,,,,
0.2,99473333,13778,0.3,1067912449,SP500_50,967738244,2,1472454000,
,,,,,,,,,
0.2,73046456,13779,0.3,1064519618,SP500_50,990737198,2,1472540400,
,,,,,,,,,
0.2,59441266,13780,0.3,1064238245,SP500_50,1004695669,2,1472626800,
,,,,,,,,,
0.2,59441266,13781,0.3,1067077555,SP500_50,1008493385,2,1472713200,
,,,,,,,,,
0.2,32,13782,0.3,1070314403,SP500_50,1074430135,2,1472799600,
,,,,,,,,,
0.2,59694870,13783,0.3,1079982778,SP500_50,1026139412,2,1473145200,
,,,,,,,,,
0.2,114078762,13784,0.3,1082602753,SP500_50,975559651,2,1473231600,
,,,,,,,,,
0.2,31,13785,0.3,1080603160,SP500_50,1088245053,2,1473318000,
,,,,,,,,,
0.2,73227682,13786,0.3,1043662887,SP500_50,981544090,2,1473404400,
,,,,,,,,,
0.2,98555393,13787,0.3,1064543526,SP500_50,970154210,2,1473663600,
,,,,,,,,,
0.2,98555393,13788,0.3,1043542286,SP500_50,949516426,2,1473750000,
,,,,,,,,,
0.2,60385132,13789,0.3,1042356179,SP500_50,988409950,2,1473836400,
,,,,,,,,,
0.2,256954,13790,0.3,1053655611,SP500_50,1057058151,2,1473922800,
,,,,,,,,,
0.2,59255458,13791,0.3,1049138772,SP500_50,995039727,2,1474009200,
,,,,,,,,,
0.2,59255458,13792,0.3,1042123074,SP500_50,983956385,2,1474268400,
,,,,,,,,,
0.2,72641585,13793,0.3,1040035579,SP500_50,970116271,2,1474354800,
,,,,,,,,,
0.2,33,13794,0.3,1053308932,SP500_50,1054195251,2,1474441200,
,,,,,,,,,
0.2,113311138,13795,0.3,1065111215,SP500_50,949572070,2,1474527600,
,,,,,,,,,
0.2,73020864,13796,0.3,1068989449,SP500_50,993757826,2,1474614000,
,,,,,,,,,
0.2,59445568,13797,0.3,1063195347,SP500_50,999602263,2,1474873200,
,,,,,,,,,
0.2,113512233,13798,0.3,1070260882,SP500_50,951698041,2,1474959600,
,,,,,,,,,
0.2,98821023,13799,0.3,1053092015,SP500_50,959533932,2,1475046000,
,,,,,,,,,
0.2,73655989,13800,0.3,1050820354,SP500_50,984594245,2,1475132400,
,,,,,,,,,
0.2,14,13801,0.3,1047676740,SP500_50,1055633249,2,1475218800,
,,,,,,,,,
0.2,45751,13802,0.3,1048642892,SP500_50,1053893560,2,1475478000,
,,,,,,,,,
0.2,475,13803,0.3,1031271996,SP500_50,1040631811,2,1475564400,
,,,,,,,,,
0.2,71561189,13804,0.3,1019294558,SP500_50,951093698,2,1475650800,
,,,,,,,,,
0.2,57229277,13805,0.3,1018439282,SP500_50,965245044,2,1475737200,
,,,,,,,,,
0.2,97498558,13806,0.3,1014401460,SP500_50,921237920,2,1475823600,
,,,,,,,,,
0.2,93795440,13807,0.3,1018563088,SP500_50,929488026,2,1476082800,
,,,,,,,,,
0.2,27,13808,0.3,1016401717,SP500_50,1017616070,2,1476169200,
,,,,,,,,,
0.2,27,13809,0.3,1022155462,SP500_50,1025447909,2,1476255600,
,,,,,,,,,
0.2,0,13810,0.3,1022153386,SP500_50,1025430587,2,1476342000,
,,,,,,,,,
0.2,104383337,13811,0.3,1020820480,SP500_50,920514725,2,1476428400,
,,,,,,,,,
0.2,104383337,13812,0.3,1022605279,SP500_50,923051780,2,1476687600,
,,,,,,,,,
0.2,107488,13813,0.3,1024522614,SP500_50,1025433330,2,1476774000,
,,,,,,,,,
0.2,22,13814,0.3,1026595230,SP500_50,1028094045,2,1476860400,
,,,,,,,,,
0.2,22,13815,0.3,1006214842,SP500_50,1004546938,2,1476946800,
,,,,,,,,,
0.2,31,13816,0.3,983213540,SP500_50,984776597,2,1477033200,
,,,,,,,,,
0.2,22,13817,0.3,975616296,SP500_50,983525006,2,1477292400,
,,,,,,,,,
0.2,57358606,13818,0.3,970193423,SP500_50,918620117,2,1477378800,
,,,,,,,,,
0.2,44029402,13819,0.3,964605100,SP500_50,928051262,2,1477465200,
,,,,,,,,,
0.2,99818904,13820,0.3,981088874,SP500_50,896399412,2,1477551600,
,,,,,,,,,
0.2,60341471,13821,0.3,978608036,SP500_50,938075393,2,1477638000,
,,,,,,,,,
0.2,119560349,13822,0.3,978324524,SP500_50,873339635,2,1477897200,
,,,,,,,,,
0.2,108957441,13823,0.3,967900314,SP500_50,874025950,2,1477983600,
,,,,,,,,,
0.2,155504986,13824,0.3,955644640,SP500_50,813790941,2,1478070000,
,,,,,,,,,
0.2,499293908,13712,0.3,1012433774,SP500_50,503882375,3,1464159600,
,,,,,,,,,
0.2,575188410,13713,0.3,1018171336,SP500_50,431494176,3,1464246000,
,,,,,,,,,
0.2,32953800,13714,0.3,1024474214,SP500_50,977130160,3,1464332400,
,,,,,,,,,
0.2,574531282,13715,0.3,1029559272,SP500_50,437859920,3,1464678000,
,,,,,,,,,
0.2,33177456,13716,0.3,1019107000,SP500_50,975170639,3,1464764400,
,,,,,,,,,
0.2,492620116,13717,0.3,1024221053,SP500_50,525399597,3,1464850800,
,,,,,,,,,
0.2,521877756,13718,0.3,1030197820,SP500_50,498086925,3,1464937200,
,,,,,,,,,
0.2,521877796,13719,0.3,1029799183,SP500_50,496114555,3,1465196400,
,,,,,,,,,
0.2,21400751,13720,0.3,1045174694,SP500_50,1006704914,3,1465282800,
,,,,,,,,,
0.2,45568797,13721,0.3,1043803956,SP500_50,981430828,3,1465369200,
,,,,,,,,,
0.2,563994619,13722,0.3,1050132401,SP500_50,472556062,3,1465455600,
,,,,,,,,,
0.2,563994619,13723,0.3,1058851431,SP500_50,478699634,3,1465542000,
,,,,,,,,,
0.2,23505515,13724,0.3,1055105058,SP500_50,1020367849,3,1465801200,
,,,,,,,,,
0.2,437277136,13725,0.3,1060741279,SP500_50,611634250,3,1465887600,
,,,,,,,,,
0.2,21794341,13726,0.3,1058916931,SP500_50,1028250754,3,1465974000,
,,,,,,,,,
0.2,21794341,13727,0.3,1067416816,SP500_50,1037230238,3,1466060400,
,,,,,,,,,
0.2,21794341,13728,0.3,1073697880,SP500_50,1043610625,3,1466146800,
,,,,,,,,,
0.2,21794341,13729,0.3,1074687977,SP500_50,1044426891,3,1466406000,
,,,,,,,,,
0.2,21794341,13730,0.3,1082227546,SP500_50,1051506793,3,1466492400,
,,,,,,,,,
0.2,10648221,13731,0.3,1084121127,SP500_50,1064589661,3,1466578800,
,,,,,,,,,
0.2,1,13732,0.3,1098478028,SP500_50,1089595535,3,1466665200,
,,,,,,,,,
0.2,45349380,13733,0.3,1088072427,SP500_50,1033797480,3,1466751600,
,,,,,,,,,
0.2,536605305,13734,0.3,1094167741,SP500_50,550935977,3,1467010800,
,,,,,,,,,
0.2,621760892,13735,0.3,1097647156,SP500_50,471581155,3,1467097200,
,,,,,,,,,
0.2,540194364,13736,0.3,1108545978,SP500_50,555212249,3,1467183600,
,,,,,,,,,
0.2,623158407,13737,0.3,1125559795,SP500_50,480355559,3,1467270000,
,,,,,,,,,
0.2,544023664,13738,0.3,1133092023,SP500_50,563166471,3,1467356400,
,,,,,,,,,
0.2,16,13739,0.3,1132639999,SP500_50,1106330075,3,1467702000,
,,,,,,,,,
0.2,617077472,13740,0.3,1134178790,SP500_50,483968548,3,1467788400,
,,,,,,,,,
0.2,538794726,13741,0.3,1116124727,SP500_50,553969283,3,1467874800,
,,,,,,,,,
0.2,538794726,13742,0.3,1126908780,SP500_50,560744942,3,1467961200,
,,,,,,,,,
0.2,538794726,13743,0.3,1125998635,SP500_50,561321112,3,1468220400,
,,,,,,,,,
0.2,538794726,13744,0.3,1122524333,SP500_50,559545281,3,1468306800,
,,,,,,,,,
0.2,514668384,13745,0.3,1130989436,SP500_50,591139209,3,1468393200,
,,,,,,,,,
0.2,514668384,13746,0.3,1132768012,SP500_50,590379925,3,1468479600,
,,,,,,,,,
0.2,514668441,13747,0.3,1134595412,SP500_50,590832575,3,1468566000,
,,,,,,,,,
0.2,514668441,13748,0.3,1134512603,SP500_50,591855861,3,1468825200,
,,,,,,,,,
0.2,514668441,13749,0.3,1130405066,SP500_50,588685823,3,1468911600,
,,,,,,,,,
0.2,514668441,13750,0.3,1129485339,SP500_50,589107884,3,1468998000,
,,,,,,,,,
0.2,25,13751,0.3,1124535510,SP500_50,1100563827,3,1469084400,
,,,,,,,,,
0.2,25,13752,0.3,1139451000,SP500_50,1115119901,3,1469170800,
,,,,,,,,,
0.2,517347186,13753,0.3,1134589126,SP500_50,590097101,3,1469430000,
,,,,,,,,,
0.2,517347186,13754,0.3,1117709924,SP500_50,580861899,3,1469516400,
,,,,,,,,,
0.2,517347186,13755,0.3,1124876289,SP500_50,579903726,3,1469602800,
,,,,,,,,,
0.2,517347186,13756,0.3,1117421145,SP500_50,573280668,3,1469689200,
,,,,,,,,,
0.2,22235051,13757,0.3,1132230983,SP500_50,1073832656,3,1469775600,
,,,,,,,,,
0.2,592900146,13758,0.3,1121362223,SP500_50,493050105,3,1470034800,
,,,,,,,,,
0.2,615955822,13759,0.3,1115235188,SP500_50,464527224,3,1470121200,
,,,,,,,,,
0.2,511713441,13760,0.3,1114303330,SP500_50,568006344,3,1470207600,
,,,,,,,,,
0.2,511713441,13761,0.3,1113507567,SP500_50,568361412,3,1470294000,
,,,,,,,,,
0.2,537973974,13762,0.3,1111738061,SP500_50,540069434,3,1470380400,
,,,,,,,,,
0.2,537973974,13763,0.3,1109657984,SP500_50,540916183,3,1470639600,
,,,,,,,,,
0.2,512756096,13764,0.3,1112158540,SP500_50,566959429,3,1470726000,
,,,,,,,,,
0.2,41,13765,0.3,1115141924,SP500_50,1079505166,3,1470812400,
,,,,,,,,,
0.2,49407,13766,0.3,1117954375,SP500_50,1081769983,3,1470898800,
,,,,,,,,,
0.2,3,13767,0.3,1113824133,SP500_50,1077993525,3,1470985200,
,,,,,,,,,
0.2,506943776,13768,0.3,1110228738,SP500_50,565391540,3,1471244400,
,,,,,,,,,
0.2,531698705,13769,0.3,1087608124,SP500_50,531573632,3,1471330800,
,,,,,,,,,
0.2,608860636,13770,0.3,1089210909,SP500_50,457387268,3,1471417200,
,,,,,,,,,
0.2,608860636,13771,0.3,1080603200,SP500_50,454806561,3,1471503600,
,,,,,,,,,
0.2,527784274,13772,0.3,1071396861,SP500_50,532706551,3,1471590000,
,,,,,,,,,
0.2,459767885,13773,0.3,1071115149,SP500_50,601504514,3,1471849200,
,,,,,,,,,
0.2,527675439,13774,0.3,1071633154,SP500_50,535464067,3,1471935600,
,,,,,,,,,
0.2,502804682,13775,0.3,1071313452,SP500_50,560163100,3,1472022000,
,,,,,,,,,
0.2,527547616,13776,0.3,1075660916,SP500_50,536798623,3,1472108400,
,,,,,,,,,
0.2,502679932,13777,0.3,1064117843,SP500_50,555435471,3,1472194800,
,,,,,,,,,
0.2,502679932,13778,0.3,1072360686,SP500_50,559941973,3,1472454000,
,,,,,,,,,
