alpha,cash,dix,gamma,i_value,index,p_value,simrun,time
0.5,124978248.0,13818,0.8,964880703,SP500_50,1032959584.0,3,1477378800
0.5,189472084.0,13819,0.8,959322982,SP500_50,973899681.0,3,1477465200
0.5,209225767.0,13820,0.8,975716492,SP500_50,956777838.0,3,1477551600
0.5,398598.0,13821,0.8,973249239,SP500_50,1165611492.0,3,1477638000
0.5,135602220.0,13822,0.8,972967279,SP500_50,1037591888.0,3,1477897200
0.5,155013572.0,13823,0.8,962600151,SP500_50,1010910110.0,3,1477983600
0.5,205670727.0,13824,0.8,950411589,SP500_50,952848028.0,3,1478070000
0.5,86293.0,13714,0.8,1018836908,SP500_50,1006525400.0,4,1464332400
0.5,946225347.0,13715,0.8,1023944612,SP500_50,60909442.0,4,1464678000
0.5,51.0,13716,0.8,1013549341,SP500_50,1006291907.0,4,1464764400
